部品コード,品名,工順,工程No,工程名,外注先NO,外注先名
B39012-0010,T65 ｻﾌﾞｽﾃｰ A,5,8,仕上加工,56001,ﾏﾙｺｳ
B39012-0010,T65 ｻﾌﾞｽﾃｰ A,6,1,鋳造,99999,秋葉
B39012-0020,T65 ｻﾌﾞｽﾃｰ B,1,23,検査,99999,秋葉
B39012-0020,T65 ｻﾌﾞｽﾃｰ B,2,15,塗装,55001,馬場
B39012-0020,T65 ｻﾌﾞｽﾃｰ B,3,9,機械加工,56005,ﾏﾂｲ
B39012-0020,T65 ｻﾌﾞｽﾃｰ B,4,12,研磨,56052,梅山
B39012-0020,T65 ｻﾌﾞｽﾃｰ B,5,8,仕上加工,56001,ﾏﾙｺｳ
B39012-0020,T65 ｻﾌﾞｽﾃｰ B,6,1,鋳造,99999,秋葉
B39041-0031,481 U BKT RH,1,23,検査,99999,秋葉
B39041-0031,481 U BKT RH,2,14,電着,54007,三和
B39041-0031,481 U BKT RH,3,8,仕上加工,56005,ﾏﾂｲ
B39041-0031,481 U BKT RH,4,1,鋳造,99999,秋葉
B39042-0030,481 U BKT LH,1,23,検査,99999,秋葉
B39042-0030,481 U BKT LH,2,14,電着,54007,三和
B39042-0030,481 U BKT LH,3,8,仕上加工,56005,ﾏﾂｲ
B39042-0030,481 U BKT LH,4,1,鋳造,99999,秋葉
B39651-0070,B38 ｱｯﾊﾟｰBKT,1,23,検査,99999,秋葉
B39651-0070,B38 ｱｯﾊﾟｰBKT,2,15,塗装,55001,馬場
B39651-0070,B38 ｱｯﾊﾟｰBKT,3,12,研磨,56005,ﾏﾂｲ
B39651-0070,B38 ｱｯﾊﾟｰBKT,4,8,仕上加工,56005,ﾏﾂｲ
B39651-0070,B38 ｱｯﾊﾟｰBKT,5,1,鋳造,99999,秋葉
B39672-0071,B38 ｱｯﾊﾟｰBKT LH,1,23,検査,99999,秋葉
B39672-0071,B38 ｱｯﾊﾟｰBKT LH,2,15,塗装,55001,馬場
B39672-0071,B38 ｱｯﾊﾟｰBKT LH,3,12,研磨,56005,ﾏﾂｲ
B39672-0071,B38 ｱｯﾊﾟｰBKT LH,4,8,仕上加工,56005,ﾏﾂｲ
B39672-0071,B38 ｱｯﾊﾟｰBKT LH,5,1,鋳造,99999,秋葉
B39672-0102,B38 ﾛｱｰBKT,1,23,検査,99999,秋葉
B39672-0102,B38 ﾛｱｰBKT,2,15,塗装,55001,馬場
B39672-0102,B38 ﾛｱｰBKT,3,12,研磨,56005,ﾏﾂｲ
B39672-0102,B38 ﾛｱｰBKT,4,8,仕上加工,56005,ﾏﾂｲ
B39672-0102,B38 ﾛｱｰBKT,5,1,鋳造,99999,秋葉
B43050-0051,A02 GE S ｸﾞﾚｰ,1,15,塗装,55001,馬場
B43050-0501,A02 GE S PK21,1,15,塗装,55001,馬場
B43160-0010,G54 S ｱｲﾎﾞﾘｰ,1,15,塗装,55001,馬場
B43360-0010,A02 S PK21,1,15,塗装,55001,馬場
B43370-0010,A02 S PD02,1,15,塗装,55001,馬場
B43480-0010,G00 S ｱｲﾎﾞﾘｰ,1,15,塗装,55001,馬場
B43520-0010,089 S PC51,1,15,塗装,55001,馬場
B4354-577-00000,"FRAME,,GEAR",1,1,鋳造,51240,明光
B43570-0010,089 S PH00,1,15,塗装,55001,馬場
B43600-0010,963 S 119B,1,15,塗装,55001,馬場
B43630-0501,N55 GE S PC23,1,15,塗装,55001,馬場
B43640-0501,N55 GE S PH00,1,15,塗装,55001,馬場
B44010-0010,A05 S PK12,1,15,塗装,55001,馬場
B44020-0500,N67 S PK15,1,15,塗装,55001,馬場
B44050-0010,A24 S PK08,1,15,塗装,0,#N/A
B44200-0010,963 S 201B,1,15,塗装,55001,馬場
B44290-0010,N95 S PD02,1,15,塗装,55001,馬場
B44320-0010,A20 S PC51,1,15,塗装,55001,馬場
B44340-0010,089 S PK30,1,15,塗装,55001,馬場
B44410-0020,A25 S PK22,1,15,塗装,55001,馬場
B44420-0020,A25 S PJ02,1,15,塗装,55001,馬場
B44430-0020,A25 S PC40,1,15,塗装,55001,馬場
B44450-0010,L00 S ﾐﾃﾞｨｱﾑｸﾞﾚｰ,1,15,塗装,55001,馬場
B44480-0010,G89 S ﾗｲﾄﾌﾞﾙｰ,1,15,塗装,55001,馬場
B44480-0010,G89 S ﾗｲﾄﾌﾞﾙｰ,2,23,検査,99999,秋葉
B44480-0010,G89 S ﾗｲﾄﾌﾞﾙｰ,3,8,仕上加工,56001,ﾏﾙｺｳ
B44480-0010,G89 S ﾗｲﾄﾌﾞﾙｰ,4,1,鋳造,51213,岡芹
B45080-0010,A38 S PJ02,1,15,塗装,55001,馬場
B45130-0010,A38 S PJ02,1,15,塗装,55001,馬場
B45140-0501,A33 GE S PK08,1,15,塗装,55001,馬場
B45170-0501,A33 GE S PC40,1,15,塗装,55001,馬場
B45250-0011,A33 S PK08,1,15,塗装,55001,馬場
B45390-0010,A38 S PK30,1,15,塗装,55001,馬場
B45450-0010,G95 S 119B,1,12,研磨,56038,森平博司
B45450-0010,G95 S 119B,2,15,塗装,55001,馬場
B45450-L010,908 S ﾏﾚｰｼｱﾑｹ,1,24,梱包,57019,中村憲司
B46010-0020,665 B ｱｲﾎﾞﾘｰ,1,23,検査,99999,秋葉
B46010-0020,665 B ｱｲﾎﾞﾘｰ,2,15,塗装,55001,馬場
B46080-0010,G89 S 101B,1,15,塗装,55001,馬場
B46090-0010,G89 S 101B,1,15,塗装,55001,馬場
B46300-0020,665 B RW07,1,23,検査,99999,秋葉
B46300-0020,665 B RW07,2,15,塗装,55001,馬場
B46410-0020,A66 S,1,15,塗装,55001,馬場
B46410-0020,A66 S,2,8,仕上加工,56005,ﾏﾂｲ
B46410-0020,A66 S,3,1,鋳造,51213,岡芹
B46420-0020,A66 S PJ02,1,15,塗装,55001,馬場
B46430-0010,G00 S 128B,1,15,塗装,55001,馬場
B46550-0020,N02 S PK30,1,15,塗装,55001,馬場
B47010-0010,A57 S,1,15,塗装,55001,馬場
B47010-0010,A57 S,2,8,仕上加工,56005,ﾏﾂｲ
B47010-0010,A57 S,3,1,鋳造,99999,秋葉
B47020-0010,A57 S PC35,1,15,塗装,55001,馬場
B47030-0010,A57 S PA00,1,15,塗装,55001,馬場
B47100-0010,A84 S PC35,1,15,塗装,55001,馬場
B47130-0020,A66 S PC40,1,15,塗装,55001,馬場
B47170-0010,A96 S PJ02,1,15,塗装,55001,馬場
B47250-0010,A83 S PK30,1,15,塗装,55001,馬場
B47300-0011,B07 S AG01,1,15,塗装,55001,馬場
B47300-0011,B07 S AG01,2,12,研磨,56005,ﾏﾂｲ
B47300-0011,B07 S AG01,3,8,仕上加工,56003,田島
B47300-0011,B07 S AG01,4,1,鋳造,99999,秋葉
B47310-0010,963 S 132B,1,15,塗装,55001,馬場
B47340-0010,T66 S 105B,1,15,塗装,55001,馬場
B47400-0010,B10 S PD02ｸﾞﾚ-,1,15,塗装,55001,馬場
B47460-0010,A95 S PK30,1,15,塗装,55001,馬場
B48030-0010,G02 S 121B,1,15,塗装,55001,馬場
B48040-0010,G00 S 007,1,15,塗装,55001,馬場
B48100-0010,B00 S,1,15,塗装,55001,馬場
B48100-0010,B00 S,2,23,検査,99999,秋葉
B48100-0010,B00 S,3,8,仕上加工,56005,ﾏﾂｲ
B48100-0010,B00 S,4,1,鋳造,99999,秋葉
B48110-0010,B00 S PC51,1,15,塗装,55001,馬場
B48140-0010,N63 S PC51,1,15,塗装,55001,馬場
B48170-0011,695 S,1,15,塗装,55001,馬場
B48170-0011,695 S,2,8,仕上加工,56005,ﾏﾂｲ
B48170-0011,695 S,3,1,鋳造,51213,岡芹
B48450-0020,A66 S PC35,1,15,塗装,55001,馬場
B49060-0020,A66 S PC65,1,15,塗装,55001,馬場
B49100-0010,T23 S 105B,1,15,塗装,55001,馬場
B49120-0020,J09 S 105B,1,15,塗装,55001,馬場
B49160-0010,963 S 121B,1,15,塗装,55001,馬場
B49170-0010,A91 S PK60,1,15,塗装,55001,馬場
B49250-0010,T99 S 109B,1,15,塗装,55001,馬場
B49300-0010,D17 S RS30,1,15,塗装,55001,馬場
B4B310-0010,B74 S PK30,1,15,塗装,55001,馬場
B4B340-0010,003 S PK30,1,23,検査,99999,秋葉
B4B340-0010,003 S PK30,2,15,塗装,55001,馬場
B4B540-0040,N64 S PK30,1,15,塗装,55001,馬場
B4C050-0010,T65 S 447B,1,15,塗装,55001,馬場
B4C050-L010,T65 S 447B,1,25,出荷,0,#N/A
B4C170-0010,908 S 007B,1,15,塗装,55001,馬場
B4D020-0010,C12G P/M S PJ05,1,15,塗装,55001,馬場
B5001-0100,PIAA BKT          XX,1,9,機械加工,0,#N/A
B5001-0100,PIAA BKT          XX,2,8,仕上加工,0,#N/A
B5001-0100,PIAA BKT          XX,3,1,鋳造,99999,秋葉
B5001-0110,PIAA ｼｬﾌﾄﾎﾙﾀﾞ-    XX,1,9,機械加工,0,#N/A
B5001-0110,PIAA ｼｬﾌﾄﾎﾙﾀﾞ-    XX,2,8,仕上加工,0,#N/A
B5001-0110,PIAA ｼｬﾌﾄﾎﾙﾀﾞ-    XX,3,1,鋳造,51209,三協
B5079-871-00,"FRAME,,GEAR",1,1,鋳造,51240,明光
B5294-355-00,"FRAME,,GEAR",1,1,鋳造,51240,明光
B53171-0040,677 B RH,1,23,検査,99999,秋葉
B53171-0040,677 B RH,2,15,塗装,55001,馬場
B53171-0040,677 B RH,3,12,研磨,56005,ﾏﾂｲ
B53171-0040,677 B RH,4,8,仕上加工,56007,ｺｽﾓｳｲﾝﾄﾞ
B53171-0040,677 B RH,5,1,鋳造,99999,秋葉
B53172-0040,677 B LH,1,23,検査,99999,秋葉
B53172-0040,677 B LH,2,15,塗装,55001,馬場
B53172-0040,677 B LH,3,12,研磨,56005,ﾏﾂｲ
B53172-0040,677 B LH,4,8,仕上加工,56007,ｺｽﾓｳｲﾝﾄﾞ
B53172-0040,677 B LH,5,1,鋳造,99999,秋葉
B54081-0040,677 B RH W09,1,15,塗装,55001,馬場
B54082-0040,677 B LH W09,1,15,塗装,55001,馬場
B55221-0040,683 B RH 6A5,1,15,塗装,55001,馬場
B55222-0040,683 B LH 6A5,1,15,塗装,55001,馬場
B55231-0040,683 B RH R21,1,15,塗装,55001,馬場
B55232-0040,683 B LH R21,1,15,塗装,55001,馬場
B55241-0040,683 B RH B32,1,15,塗装,55001,馬場
B55242-0040,683 B LH B32,1,15,塗装,55001,馬場
B55251-0040,683 B RH P01,1,15,塗装,55001,馬場
B55252-0040,683 B LH P01,1,15,塗装,55001,馬場
B55291-0040,683 B RH R14,1,15,塗装,55001,馬場
B55292-0040,683 B LH R14,1,15,塗装,55001,馬場
B5593-713-00000,"FRAME,,",1,1,鋳造,51240,明光
B56041-0040,677 B RH S07,1,15,塗装,55001,馬場
B56042-0040,677 B LH S07,1,15,塗装,55001,馬場
B56381-0061,666 ﾜｯｼｬｰ RH,1,1,鋳造,51209,三協
B56382-0061,666 ﾜｯｼｬｰ LH,1,1,鋳造,51209,三協
B57061-3011,693 S/H R-R,1,23,検査,99999,秋葉
B57061-3011,693 S/H R-R,2,1,鋳造,51209,三協
B57062-3011,693 S/H R-L,1,23,検査,99999,秋葉
B57062-3011,693 S/H R-L,2,1,鋳造,51209,三協
B57191-0040,683 B RH P04,1,15,塗装,55001,馬場
B57192-0040,683 B LH P04,1,15,塗装,55001,馬場
B5731-311-00,"FRAME,,GEAR",1,1,鋳造,51240,明光
B5768-949-00200,"FRAME,,            XX",1,25,出荷,0,#N/A
B5768-949-00200,"FRAME,,            XX",2,9,機械加工,50217,島田
B5921-559-00,"FRAME,,GEAR",1,1,鋳造,51240,明光
B59591-0070,T85 S/H RH,1,1,鋳造,51209,三協
B59592-0070,T85 S/H LH,1,1,鋳造,51209,三協
B5A051-0050,B46 S/H R-R ｼｭｶｸ,1,1,鋳造,51209,三協
B5A052-0050,B46 S/H R-L ｼｭｶｸ,1,1,鋳造,51209,三協
B5A061-0050,B46 S/H L-R ｼｭｶｸ,1,1,鋳造,51209,三協
B5A062-0050,B46 S/H L-L ｼｭｶｸ,1,1,鋳造,51209,三協
B5A101-3010,B66 S/H L-R,1,1,鋳造,51209,三協
B5A102-3010,B66 S/H L-L,1,1,鋳造,51209,三協
B5B441-0040,L36 B RH ｸﾛﾊﾝﾂﾔ,1,23,検査,99999,秋葉
B5B441-0040,L36 B RH ｸﾛﾊﾝﾂﾔ,2,15,塗装,55001,馬場
B5B442-0040,L36 B LH ｸﾛﾊﾝﾂﾔ,1,23,検査,99999,秋葉
B5B442-0040,L36 B LH ｸﾛﾊﾝﾂﾔ,2,15,塗装,55001,馬場
B5C031-0060,D35 S/H L-R,1,1,鋳造,51209,三協
B5C032-0060,D35 S/H L-L,1,1,鋳造,51209,三協
B5C101-2021,B88 S/H RH,1,8,仕上加工,56001,ﾏﾙｺｳ
B5C101-2021,B88 S/H RH,2,1,鋳造,99999,秋葉
B5C102-2021,B88 S/H LH,1,8,仕上加工,56001,ﾏﾙｺｳ
B5C102-2021,B88 S/H LH,2,1,鋳造,99999,秋葉
B64011-0010,995 B 3D L-R 3E5,1,15,塗装,55001,馬場
B64012-0010,995 B 3D L-L 3E5,1,15,塗装,55001,馬場
B64021-0010,995 B 3D L-R 8D8,1,15,塗装,55001,馬場
B64022-0010,995 B 3D L-L 8D8,1,15,塗装,55001,馬場
B64031-0010,995 B 3D L-R 8K0,1,15,塗装,55001,馬場
B64032-0010,995 B 3D L-L 8K0,1,15,塗装,55001,馬場
B64041-0010,995 B 3D R-R 3E5,1,15,塗装,55001,馬場
B64042-0010,995 B 3D R-L 3E5,1,15,塗装,55001,馬場
B64051-0010,995 B 3D R-R 8D8,1,15,塗装,55001,馬場
B64052-0010,995 B 3D R-L 8D8,1,15,塗装,55001,馬場
B64061-0010,995 B 3D R-R 8K0,1,15,塗装,55001,馬場
B64062-0010,995 B 3D R-L 8K0,1,15,塗装,55001,馬場
B64071-0010,995 B 5D L-R 8K0,1,15,塗装,55001,馬場
B64072-0010,995 B 5D L-L 8K0,1,15,塗装,55001,馬場
B64081-0010,995 B 5D L-R 8D8,1,15,塗装,55001,馬場
B64082-0010,995 B 5D L-L 8D8,1,15,塗装,55001,馬場
B6808-127-00,"FRAME,,GEAR        XX",1,1,鋳造,51240,明光
B73171-0040,655 B R-R B23,1,15,塗装,55001,馬場
B73172-0040,655 B R-L B23,1,15,塗装,55001,馬場
B73181-0040,655 B R-R G14,1,15,塗装,55001,馬場
B73182-0040,655 B R-L G14,1,15,塗装,55001,馬場
B73201-1010,553 BKT(B)RH Wｽﾄﾛﾍﾞﾘｰ,1,15,塗装,0,#N/A
B73202-1010,553 BKT(B)LH Wｽﾄﾛﾍﾞﾘｰ,1,15,塗装,0,#N/A
B73211-1010,553 BKT(B)RH ｳﾙﾄﾗﾌﾞﾙｰ,1,15,塗装,0,#N/A
B73212-1010,553 BKT(B)LH ｳﾙﾄﾗﾌﾞﾙｰ,1,15,塗装,0,#N/A
B73271-0040,668 B R-R S08,1,15,塗装,55001,馬場
B73272-0040,668 B R-L S08,1,15,塗装,55001,馬場
B73281-0040,668 B R-R R15,1,15,塗装,55001,馬場
B73282-0040,668 B R-L R15,1,15,塗装,55001,馬場
B73291-0040,668 B R-R G11,1,15,塗装,55001,馬場
B73292-0040,668 B R-L G11,1,15,塗装,0,#N/A
B73301-0040,668 B R-R G14,1,15,塗装,55001,馬場
B73302-0040,668 B R-L G14,1,15,塗装,55001,馬場
B73311-0040,668 B R-R B23,1,15,塗装,55001,馬場
B73312-0040,668 B R-L B23,1,15,塗装,55001,馬場
B73581-2010,369 N/B B R-R ﾉｰｽﾎﾜｲﾄ,1,15,塗装,55001,馬場
B73582-2010,369 N/B B R-L ﾉｰｽﾎﾜｲﾄ,1,15,塗装,55001,馬場
B73591-2010,369 N/B B R-R ﾐｽﾃｨｯｸB,1,15,塗装,0,#N/A
B73592-2010,369 N/B B R-L ﾐｽﾃｨｯｸB,1,15,塗装,0,#N/A
B73601-2010,369 N/B B R-R ﾌﾞﾘﾘｱﾝﾄR,1,15,塗装,0,#N/A
B73602-2010,369 N/B B R-L ﾌﾞﾘﾘｱﾝﾄR,1,15,塗装,0,#N/A
B7377L-0020,845 B R-L,1,23,検査,99999,秋葉
B7377L-0020,845 B R-L,2,15,塗装,55001,馬場
B7377L-0020,845 B R-L,3,12,研磨,56005,ﾏﾂｲ
B7377L-0020,845 B R-L,4,8,仕上加工,56005,ﾏﾂｲ
B7377L-0020,845 B R-L,5,1,鋳造,99999,秋葉
B7377R-0020,845 B R-R,1,23,検査,99999,秋葉
B7377R-0020,845 B R-R,2,15,塗装,55001,馬場
B7377R-0020,845 B R-R,3,12,研磨,56005,ﾏﾂｲ
B7377R-0020,845 B R-R,4,8,仕上加工,56005,ﾏﾂｲ
B7377R-0020,845 B R-R,5,1,鋳造,99999,秋葉
B7398L-0082,A100 N96 S/H LH,1,1,鋳造,51209,三協
B7398R-0082,A100 N96 S/H RH,1,1,鋳造,51209,三協
B74041-0030,966 B SED(A) ﾗｲﾄﾍﾞｰｼﾞｭ,1,15,塗装,55001,馬場
B74042-0030,966 B SED(D) ﾗｲﾄﾍﾞｰｼﾞｭ,1,15,塗装,55001,馬場
B7412C-0040,589 B R-R 3L,1,15,塗装,55001,馬場
B7412D-0040,589 B R-L 3L,1,15,塗装,55001,馬場
B7423-835-00004,"CASE,,SENCER",1,1,鋳造,51240,明光
B7434J-0032,A110 A32 S/H RH,1,1,鋳造,51209,三協
B7434K-0032,A110 A32 S/H LH,1,1,鋳造,51209,三協
B7436J-0031,A32 S/H RH,1,1,鋳造,51209,三協
B7436K-0031,A32 S/H LH,1,1,鋳造,51209,三協
B7458L-0030,966 B SED(D) ｽｰﾊﾟｰﾎﾜｲﾄ,1,15,塗装,55001,馬場
B7458R-0030,966 B SED(A) ｽｰﾊﾟｰﾎﾜｲﾄ,1,15,塗装,55001,馬場
B75016-0040,692 B L-R,1,23,検査,99999,秋葉
B75016-0040,692 B L-R,2,15,塗装,55001,馬場
B75016-0040,692 B L-R,3,12,研磨,56005,ﾏﾂｲ
B75016-0040,692 B L-R,4,8,仕上加工,56003,田島
B75016-0040,692 B L-R,5,1,鋳造,99999,秋葉
B75016-0131,692 S/H L-R,1,23,検査,99999,秋葉
B75016-0131,692 S/H L-R,2,17,メッキ,54004,協和
B75016-0131,692 S/H L-R,3,1,鋳造,51209,三協
B75017-0040,692 B L-L,1,23,検査,99999,秋葉
B75017-0040,692 B L-L,2,15,塗装,55001,馬場
B75017-0040,692 B L-L,3,12,研磨,56005,ﾏﾂｲ
B75017-0040,692 B L-L,4,8,仕上加工,56007,ｺｽﾓｳｲﾝﾄﾞ
B75017-0040,692 B L-L,5,1,鋳造,99999,秋葉
B75017-0061,692 S/H L-L,1,23,検査,99999,秋葉
B75017-0061,692 S/H L-L,2,17,メッキ,54004,協和
B75017-0061,692 S/H L-L,3,1,鋳造,51209,三協
B7503-090-00,"FRAME,,GEAR        XX",1,1,鋳造,51240,明光
B75316-0031,T03 A600 S/H RH,1,1,鋳造,51209,三協
B75317-0031,T03 A600 S/H LH,1,1,鋳造,51209,三協
B76151-0091,464 S/H L-R,1,1,鋳造,51209,三協
B76152-0091,464 S/H L-L,1,1,鋳造,51209,三協
B76161-0021,689 S/H L-R,1,23,検査,99999,秋葉
B76161-0021,689 S/H L-R,2,17,メッキ,54004,協和
B76161-0022,689 S/H L-R,1,1,鋳造,51209,三協
B76161-0R22,689 S/H L-R ﾕｼｭﾂﾖｳ,1,25,出荷,0,#N/A
B76161-L022,689 S/H L-R ﾕｼｭﾂﾖｳ,1,25,出荷,0,#N/A
B76162-0021,689 S/H L-L,1,23,検査,99999,秋葉
B76162-0021,689 S/H L-L,2,17,メッキ,54004,協和
B76162-0022,689 S/H L-L,1,1,鋳造,51209,三協
B76162-0R22,689 S/H L-L ﾕｼｭﾂﾖｳ,1,25,出荷,0,#N/A
B76162-L022,689 S/H L-L ﾕｼｭﾂﾖｳ,1,25,出荷,0,#N/A
B76401-0040,F08 S/H R-R,1,1,鋳造,51209,三協
B76402-0040,F08 S/H R-L,1,1,鋳造,51209,三協
B7691-067-00,"FRAME,,GEAR",1,9,機械加工,56999,秋葉
B7691-067-00,"FRAME,,GEAR",2,1,鋳造,51240,明光
B77011-0092,L16 S/H R-R,1,1,鋳造,51209,三協
B77012-0092,L16 S/H R-L,1,1,鋳造,51209,三協
B77041-0092,L16 S/H L-R,1,1,鋳造,51209,三協
B77042-0092,L16 S/H L-L,1,1,鋳造,51209,三協
B77336-0030,A96 S/H L-R,1,8,仕上加工,56001,ﾏﾙｺｳ
B77336-0030,A96 S/H L-R,2,1,鋳造,99999,秋葉
B77337-0030,A96 S/H L-L,1,8,仕上加工,56001,ﾏﾙｺｳ
B77337-0030,A96 S/H L-L,2,1,鋳造,99999,秋葉
B7760-850-00,"FRAME,,GEAR",1,1,鋳造,51240,明光
B77621-0091,464 S/H ADR R-R,1,1,鋳造,51209,三協
B77641-3011,693 S/H L-R,1,23,検査,99999,秋葉
B77641-3011,693 S/H L-R,2,1,鋳造,51209,三協
B77642-3010,693 S/H L-L,1,23,検査,99999,秋葉
B77642-3010,693 S/H L-L,2,1,鋳造,51209,三協
B77676-0040,668 B R-R R22,1,15,塗装,55001,馬場
B77677-0040,668 B R-L R22,1,15,塗装,55001,馬場
B77686-0040,668 B R-R S20,1,15,塗装,55001,馬場
B77687-0040,668 B R-L S20,1,15,塗装,55001,馬場
B77826-3012,A87 S/H RH ﾃﾞﾝｶｸ,1,1,鋳造,51209,三協
B77827-3012,A87 S/H LH ﾃﾞﾝｶｸ,1,1,鋳造,51209,三協
B77846-3011,A87 S/H R-R ｼｭｶｸ,1,1,鋳造,51209,三協
B77847-3011,A87 S/H R-L ｼｭｶｸ,1,1,鋳造,51209,三協
B78056-0051,L24 B RH,1,23,検査,99999,秋葉
B78056-0051,L24 B RH,2,15,塗装,55001,馬場
B78056-0051,L24 B RH,3,12,研磨,56005,ﾏﾂｲ
B78056-0051,L24 B RH,4,8,仕上加工,56007,ｺｽﾓｳｲﾝﾄﾞ
B78056-0051,L24 B RH,5,1,鋳造,99999,秋葉
B78057-0051,L24 B LH,1,23,検査,99999,秋葉
B78057-0051,L24 B LH,2,15,塗装,55001,馬場
B78057-0051,L24 B LH,3,12,研磨,56005,ﾏﾂｲ
B78057-0051,L24 B LH,4,8,仕上加工,56007,ｺｽﾓｳｲﾝﾄﾞ
B78057-0051,L24 B LH,5,1,鋳造,99999,秋葉
B78306-2012,B20 S/H R-R,1,17,メッキ,54021,高崎
B78306-2012,B20 S/H R-R,2,8,仕上加工,56001,ﾏﾙｺｳ
B78306-2012,B20 S/H R-R,3,1,鋳造,51209,三協
B78307-2012,B20 S/H R-L,1,17,メッキ,54021,高崎
B78307-2012,B20 S/H R-L,2,8,仕上加工,56001,ﾏﾙｺｳ
B78307-2012,B20 S/H R-L,3,1,鋳造,51209,三協
B78886-3011,A600 A32 S/H RH,1,1,鋳造,51209,三協
B78887-3011,A600 A32 S/H LH,1,1,鋳造,51209,三協
B78906-3011,A96 S/H L-R ﾒｯｷﾂｷ,1,23,検査,99999,秋葉
B78906-3011,A96 S/H L-R ﾒｯｷﾂｷ,2,17,メッキ,54004,協和
B78906-3011,A96 S/H L-R ﾒｯｷﾂｷ,3,8,仕上加工,56001,ﾏﾙｺｳ
B78906-3011,A96 S/H L-R ﾒｯｷﾂｷ,4,1,鋳造,99999,秋葉
B78907-3011,A96 S/H L-L ﾒｯｷﾂｷ,1,23,検査,99999,秋葉
B78907-3011,A96 S/H L-L ﾒｯｷﾂｷ,2,17,メッキ,54021,高崎
B78907-3011,A96 S/H L-L ﾒｯｷﾂｷ,3,8,仕上加工,56001,ﾏﾙｺｳ
B78907-3011,A96 S/H L-L ﾒｯｷﾂｷ,4,1,鋳造,99999,秋葉
B7956L-0052,B46 S/H LH,1,1,鋳造,51209,三協
B7956R-0054,B46 S/H RH,1,1,鋳造,51209,三協
B79796-0072,D17 S/H R-R,1,1,鋳造,51209,三協
B79797-0072,D17 S/H R-L,1,1,鋳造,51209,三協
B79806-0071,D17 S/H L-R,1,1,鋳造,51209,三協
B79807-0071,D17 S/H L-L,1,1,鋳造,51209,三協
B7A251-0040,B40 S/H RH ｼｭｶｸ,1,1,鋳造,51209,三協
B7A251-0K40,B87 S/H RH ｼｭｶｸ (B40),1,25,出荷,0,#N/A
B7A251-1001,B40 B RH,1,15,塗装,55001,馬場
B7A251-1001,B40 B RH,2,16,アルマイト,54014,上毛
B7A251-1001,B40 B RH,3,12,研磨,56041,富士
B7A251-1001,B40 B RH,4,8,仕上加工,56005,ﾏﾂｲ
B7A251-1001,B40 B RH,5,1,鋳造,99999,秋葉
B7A252-0040,B40 S/H LH ｼｭｶｸ,1,1,鋳造,51209,三協
B7A252-0K40,B87 S/H LH ｼｭｶｸ (B40),1,25,出荷,0,#N/A
B7A252-1001,B40 B LH,1,15,塗装,55001,馬場
B7A252-1001,B40 B LH,2,16,アルマイト,54014,上毛
B7A252-1001,B40 B LH,3,12,研磨,56041,富士
B7A252-1001,B40 B LH,4,8,仕上加工,56005,ﾏﾂｲ
B7A252-1001,B40 B LH,5,1,鋳造,99999,秋葉
B7A261-1001,B40 B RH BQX1,1,15,塗装,55001,馬場
B7A262-1001,B40 B LH BQX1,1,15,塗装,55001,馬場
B7A271-1001,B40 B RH BKR4,1,15,塗装,55001,馬場
B7A272-1001,B40 B LH BKR4,1,15,塗装,55001,馬場
B7A281-1001,B40 B RH BBW5,1,15,塗装,55001,馬場
B7A282-1001,B40 B LH BBW5,1,15,塗装,55001,馬場
B7A291-1001,B40 B RH BDT2,1,15,塗装,55001,馬場
B7A292-1001,B40 B LH BDT2,1,15,塗装,55001,馬場
B7A301-1001,B40 B RH BAX8,1,15,塗装,55001,馬場
B7A302-1001,B40 B LH BAX8,1,15,塗装,55001,馬場
B7A311-1001,B40 B RH BJW0,1,15,塗装,55001,馬場
B7A312-1001,B40 B LH BJW0,1,15,塗装,55001,馬場
B7A321-1001,B40 B RH BCR0,1,15,塗装,55001,馬場
B7A322-1001,B40 B LH BCR0,1,15,塗装,55001,馬場
B7A341-1000,B40 B RH ﾌﾟﾗｲﾏｰ,1,15,塗装,55001,馬場
B7A342-1000,B40 B LH ﾌﾟﾗｲﾏｰ,1,15,塗装,55001,馬場
B7A401-0040,B40 S/H RH ﾃﾞﾝｶｸ,1,1,鋳造,51209,三協
B7A402-0040,B40 S/H LH ﾃﾞﾝｶｸ,1,1,鋳造,51209,三協
B7A431-1001,B40 B RH BBX9,1,15,塗装,55001,馬場
B7A432-1001,B40 B LH BBX9,1,15,塗装,55001,馬場
B7A441-1001,B40 B RH BKX6,1,15,塗装,55001,馬場
B7A442-1001,B40 B LH BKX6,1,15,塗装,55001,馬場
B7A481-1001,B40 B RH B621,1,15,塗装,55001,馬場
B7A482-1001,B40 B LH B621,1,15,塗装,55001,馬場
B7B01L-2021,A900 B88 S/H LH,1,1,鋳造,51209,三協
B7B01R-2021,A900 B88 S/H RH,1,1,鋳造,51209,三協
B7B21L-1012,D36 S/H LH,1,1,鋳造,51209,三協
B7B21R-1012,D36 S/H RH,1,1,鋳造,51209,三協
B7B81L-0030,N84 B LH BKY0,1,15,塗装,55001,馬場
B7B81R-0030,N84 B RH BKY0,1,15,塗装,55001,馬場
B7B906-0050,L24 B RH ｸﾛﾊﾝﾂﾔ,1,23,検査,99999,秋葉
B7B906-0050,L24 B RH ｸﾛﾊﾝﾂﾔ,2,15,塗装,55001,馬場
B7B907-0050,L24 B LH ｸﾛﾊﾝﾂﾔ,1,23,検査,99999,秋葉
